1,ChIJUbAh8rBlwokRy9QIpY-eBWg,The Barrie Inn,(516) 569-1555,910 Railroad Ave,,Woodmere,10012,"{ ""photos"":[
""http://www.poshpethotel.com/wp-content/uploads/2015/05/Presidential-Suite.jpg"", ""http://www.oakhurstvet.com/images/spa-tour/slide-1.jpg"", 
""http://www.cibolocreekvethospital.com/wp-content/uploads/2014/03/boerne-pet-lodging.jpg"", ""http://travelchannel.sndimg.com/content/dam/images/travel/fullset/2012/08/27/ee/suites5.rend.tccom.1280.853.jpeg"",
""http://www.dogster.com/wp-content/uploads/2015/05/actuel-dog-hotel.jpg"",
""http://s3-media4.fl.yelpcdn.com/bphoto/o8rUfAxaUijwrytNsTqY0Q/o.jpg"",
""http://i.huffpost.com/gen/1526782/thumbs/s-OLDE-TOWNE-PET-RESORT-large640.jpg"" ] }","{  
   ""room_detail"":[  
      {  
         ""room_type"":""private room"",
         ""desc"":""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."",
         ""detail"":""Our overnight guests get all of the fun and benefits of daycare plus the excitement of having a sleep over with their friends. We cover the play area with blankets and beds and help everyone find just the right spot to snuggle up in"",
         ""rate"":{  
            ""oneSize"":50
         }
      }
   ]
}",4,40.6327306,-73.7125293
2,ChIJ-1nNVdthwokRrRqA7bH25fA,All Aboard Pet Hotel,(718) 229-2460,20418 46th Ave,,Flushing,10012,"{ ""photos"":[ ""http://goexcitetourism.com/blog/wp-content/uploads/2015/12/Pet-hotel-dubai.jpg"", ""http://d1rgby1m7uuvjr.cloudfront.net/is/catalog/72233._AC_SL1500_V1431382385_.jpg"", ""http://www.bringfido.com/site_media/photos/2014/05/23/PetHotelHadley_pic2_sized.jpg"", ""http://hoteljunkie.files.wordpress.com/2012/06/mavis-on-bed5.jpg"",""http://thecustomshopauto.com/wp-content/uploads/2014/06/dog-boarding-at-a-pet-hotel.jpg"" ] }","{  
   ""room_detail"":[  
      {  
         ""room_type"":""private room"",
         ""desc"":""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."",
         ""detail"":""Our overnight guests get all of the fun and benefits of daycare plus the excitement of having a sleep over with their friends. We cover the play area with blankets and beds and help everyone find just the right spot to snuggle up in"",
         ""rate"":{  
            ""oneSize"":55
         }
      }
   ]
}",4.4,40.7555714,-73.777403
3,ChIJQdTWKaVZwokRWju1zL54Ei8,Paws In Chelsea,(212) 645-7297,145 W 24th St #1,,New York,11101,"{ ""photos"":[ ""http://pawsinchelsea.com/wp-content/uploads/2014/06/cuddling-dogs1.jpg"", ""https://s3-media4.fl.yelpcdn.com/bphoto/kQ20G7h7qGJohL7TR8j0PA/ls.jpg"", ""http://www.bringfido.com/site_media/photos/2014/05/23/PetHotelHadley_pic2_sized.jpg"", ""http://hoteljunkie.files.wordpress.com/2012/06/mavis-on-bed5.jpg"",""http://thecustomshopauto.com/wp-content/uploads/2014/06/dog-boarding-at-a-pet-hotel.jpg"" ] }","{  
   ""room_detail"":[  
      {  
         ""room_type"":""private room"",
         ""desc"":""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."",
         ""detail"":""Our overnight guests get all of the fun and benefits of daycare plus the excitement of having a sleep over with their friends. We cover the play area with blankets and beds and help everyone find just the right spot to snuggle up in"",
         ""rate"":{  
            ""oneSize"":50
         }
      }
   ]
}",4.2,40.7445237,-73.9940719
4,ChIJPwmU7Pz1wokRK9evYmes2vM,PetSmart East Harlem,(212) 534-2590,517 E 117th St,,New York,10016,"{  
   ""photos"":[  
      ""https://www.idahohumanesociety.org/assets/content/images/PetSmart/SmPetSmart4.jpg"",
      ""https://upload.wikimedia.org/wikipedia/commons/7/7e/PetSmart,_Yorba_Linda.jpg"",
      ""http://s3-media1.fl.yelpcdn.com/bphoto/evXSQTeZHa4xaY8nsc1xjQ/o.jpg"",
      ""http://www.sugarthegoldenretriever.com/wp-content/uploads/2015/07/PetSmart_PetsHotel.jpg""
   ]
}","{  
   ""room_detail"":[  
      {  
         ""room_type"":""Guest Room"",
         ""desc"":""Our standard rooms are in an open-air atrium furnished with a cot & hypoallergenic bedding. Cleaned & sanitized daily."",
         ""detail"":""Exercise walks at least twice daily,Hypoallergenic bedding,Unlimited walks to relief rooms treated with pheromones (so pets know it’s OK to go),Medication dispensing – must be in original packaging (additional cost),Guests can bring a favorite toy or blanket from home (limit two please),24/7 care & a veterinarian is always on call"",
         ""rate"":{  
            ""oneSize"":50
         }
      },
      {  
         ""room_type"":""Private Suite"",
         ""desc"":""Our suites are larger & separate from standard rooms for more privacy. They feature a raised cot & TV tuned to pet-themed shows (available for up to 2 pets in a family). Cleaned & sanitized daily."",
         ""detail"":""Exercise walks at least twice daily,Hypoallergenic bedding,Unlimited walks to relief rooms treated with pheromones (so pets know it’s OK to go),Medication dispensing – must be in original packaging (additional cost),Guests can bring a favorite toy or blanket from home (limit two please),24/7 care & a veterinarian is always on call"",
         ""rate"":{  
            ""oneSize"":95
         }
      }
   ]
}
",3.5,40.7952571,-73.9306135
5,ChIJJ0VDlY9ZwokRon9ppJNkELs,PetSmart Manhattan (Broadway),(212) 475-0893,632 Broadway,,New York,10016,"{  
   ""photos"":[  
      ""https://www.idahohumanesociety.org/assets/content/images/PetSmart/SmPetSmart4.jpg"",
      ""https://upload.wikimedia.org/wikipedia/commons/7/7e/PetSmart,_Yorba_Linda.jpg"",
      ""http://s3-media1.fl.yelpcdn.com/bphoto/evXSQTeZHa4xaY8nsc1xjQ/o.jpg"",
      ""http://www.sugarthegoldenretriever.com/wp-content/uploads/2015/07/PetSmart_PetsHotel.jpg""
   ]
}","{  
   ""room_detail"":[  
      {  
         ""room_type"":""Guest Room"",
         ""desc"":""Our standard rooms are in an open-air atrium furnished with a cot & hypoallergenic bedding. Cleaned & sanitized daily."",
         ""detail"":""Exercise walks at least twice daily,Hypoallergenic bedding,Unlimited walks to relief rooms treated with pheromones (so pets know it’s OK to go),Medication dispensing – must be in original packaging (additional cost),Guests can bring a favorite toy or blanket from home (limit two please),24/7 care & a veterinarian is always on call"",
         ""rate"":{  
            ""oneSize"":50
         }
      },
      {  
         ""room_type"":""Private Suite"",
         ""desc"":""Our suites are larger & separate from standard rooms for more privacy. They feature a raised cot & TV tuned to pet-themed shows (available for up to 2 pets in a family). Cleaned & sanitized daily."",
         ""detail"":""Exercise walks at least twice daily,Hypoallergenic bedding,Unlimited walks to relief rooms treated with pheromones (so pets know it’s OK to go),Medication dispensing – must be in original packaging (additional cost),Guests can bring a favorite toy or blanket from home (limit two please),24/7 care & a veterinarian is always on call"",
         ""rate"":{  
            ""oneSize"":95
         }
      }
   ]
}
",4.2,40.7261137,-73.9959346
6,ChIJQ3mIiuBhwokRogTGj1kVlm4,Waggers Dog Daycare Inc,(718) 229-9247,42-33 Bell Blvd,,Bayside,10016,"{ ""photos"":[ ""http://www.waggersdogdaycare.com/content/gallery/images/DSC_4370.jpg"", ""http://www.waggersdogdaycare.com/content/gallery/images/267812_187197728003219_4347702_n.jpg"", ""http://www.waggersdogdaycare.com/content/gallery/images/DSC_6289.jpg"", ""http://www.waggersdogdaycare.com/content/gallery/images/DSC_4329.jpg"" ] }","{  
   ""room_detail"":[  
      {  
         ""room_type"":""private room"",
         ""desc"":""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."",
         ""detail"":""Our overnight guests get all of the fun and benefits of daycare plus the excitement of having a sleep over with their friends. We cover the play area with blankets and beds and help everyone find just the right spot to snuggle up in"",
         ""rate"":{  
            ""oneSize"":50
         }
      }
   ]
}
",5,40.7617798,-73.7697891
7,ChIJDy35Y8fzwokRUPgmJcTMzfQ,Pumkin Paws Pet Service,(347) 843-0427,645 W 239th St,,Bronx,10016,"{ ""photos"":[ ""http://goexcitetourism.com/blog/wp-content/uploads/2015/12/Pet-hotel-dubai.jpg"", ""http://d1rgby1m7uuvjr.cloudfront.net/is/catalog/72233._AC_SL1500_V1431382385_.jpg"", ""http://www.bringfido.com/site_media/photos/2014/05/23/PetHotelHadley_pic2_sized.jpg"", ""http://hoteljunkie.files.wordpress.com/2012/06/mavis-on-bed5.jpg"",""http://thecustomshopauto.com/wp-content/uploads/2014/06/dog-boarding-at-a-pet-hotel.jpg"" ] }","{  
   ""room_detail"":[  
      {  
         ""room_type"":""private room"",
         ""desc"":""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."",
         ""detail"":""While we specialize in “in- home care”, we now offer sleepovers at a host family’s home. This has shown to be our most desired option for long term care. Through this option, we match your dog’s personality and your needs for him, with a fitting host family. Your dog’s schedule stays as routine as it would be if you were home caring for him, while providing them with comfort of a loving family"",
         ""rate"":{  
            ""oneSize"":60
         }
      }
   ]
}",4.4,40.8899732,-73.912561
8,ChIJJxxoSaRZwokRWkywc_tlFT0,New York Dog Spa and Hotel,(212) 243-1199,32 W 25th St,,New York,10016,"{ ""photos"":[ ""http://azureny.com/blog/wp-content/uploads/2011/12/DSCN0464-1024x768.jpg"", ""https://media.timeout.com/images/100503123/617/347/image.jpg"", ""https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSft2WtNalzn4IqHxPI9WEvy4gyiJukwfH8ANWSZEU4KRElOA1c"", ""http://i.dailymail.co.uk/i/pix/2014/09/22/1411402117489_wps_1_The_OUT_Hotel_in_Hell_s_K.jpg"" ] }","{""room_detail"": [{ ""room_type"" : ""private room"", ""desc"": ""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."", ""detail"" : ""Our overnight guests get all of the fun and benefits of daycare plus the excitement of having a sleep over with their friends. We cover the play area with blankets and beds and help everyone find just the right spot to snuggle up in"", ""rate"":{  
            ""oneSize"":65
         } }]}",3.5,40.74348,-73.9906141
9,ChIJXyD-ObxYwokRh5wt3LYkLWI,Katies Kitty,(212) 288-5712,170 E 83rd St,,New York,10016,"{ ""photos"":[ ""http://goexcitetourism.com/blog/wp-content/uploads/2015/12/Pet-hotel-dubai.jpg"", ""http://d1rgby1m7uuvjr.cloudfront.net/is/catalog/72233._AC_SL1500_V1431382385_.jpg"", ""http://www.bringfido.com/site_media/photos/2014/05/23/PetHotelHadley_pic2_sized.jpg"", ""http://hoteljunkie.files.wordpress.com/2012/06/mavis-on-bed5.jpg"",""http://thecustomshopauto.com/wp-content/uploads/2014/06/dog-boarding-at-a-pet-hotel.jpg"" ] }","{""room_detail"": [{ ""room_type"" : ""private room"", ""desc"": ""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."", ""detail"" : ""Our overnight guests get all of the fun and benefits of daycare plus the excitement of having a sleep over with their friends. We cover the play area with blankets and beds and help everyone find just the right spot to snuggle up in"", ""rate"":{  
            ""oneSize"":55
         } }]}",4.8,40.7769063,-73.9558445
10,ChIJafnbl3ZZwokR4DnzdASF6qo,Paws & Relax,(212) 979-7297,220 Avenue B,,New York,10016,"{ ""photos"":[ ""http://www.hamilton.edu/assets/mmlibrary/images/original/rattat.jpg"", ""http://static1.squarespace.com/static/53d6edd1e4b0e196f6362f9b/547790dfe4b09b5c21305e77/547790f6e4b09b5c21305e9e/1418417850205/Daycare1.jpg"", ""http://thumbs.imagekind.com/canvas2/blurred/3d4085a2-5908-487f-93bb-89533d324848_11_650/Cat-MassagePaws-and-Relax_art.png?v=04102014-1453139528"", ""http://hoteljunkie.files.wordpress.com/2012/06/mavis-on-bed5.jpg"",""http://thecustomshopauto.com/wp-content/uploads/2014/06/dog-boarding-at-a-pet-hotel.jpg"" ] }","{""room_detail"": [{ ""room_type"" : ""private room"", ""desc"": ""If your friend prefers sleeping in one of our enclosed homes, we are also more than happy to accommodate."", ""detail"" : ""Our overnight guests get all of the fun and benefits of daycare plus the excitement of having a sleep over with their friends. We cover the play area with blankets and beds and help everyone find just the right spot to snuggle up in"", ""rate"":{  
            ""oneSize"":70
         } }]}",4.8,40.7290145,-73.978512
